Employee_ID,Name,Department,Salary,Working_Hours_per_Week,Performance_Rating,Joining_Date,Age,Gender,Experience_Years,Job_Level,Bonus,Leave_Days_Taken,Remote_Work_Percentage,Customer_Satisfaction_Score
6806,Employee_94,Finance,69536,55,3.1,24-06-2046,44,,31,Mid,13712,6,20,2.9
3432,Employee_95,Finance,36426,31,2.7,16-12-2033,51,,29,Entry,18815,13,58,3.8
2172,Employee_96,IT,77580,44,4.7,04-01-2027,42,Male,4,Lead,15677,23,80,1.6
10978,Employee_97,IT,46251,56,4.4,28-08-2039,42,Non-Binary,24,Entry,10965,4,15,3
8328,Employee_98,,77012,59,1.9,23-05-2046,57,Non-Binary,37,Senior,9466,0,2,4.1
5770,Employee_99,HR,33160,57,4,19-12-2034,41,Non-Binary,15,Senior,8503,19,38,4.5
6934,Employee_100,Marketing,145489,40,1.1,31-08-2027,45,Non-Binary,38,Mid,15416,4,22,3.5
8461,Employee_101,HR,132536,60,1.7,03-10-2040,35,,29,Entry,4202,26,,3.6
8290,Employee_102,Operations,34107,38,4.6,26-02-2042,27,,28,Entry,8414,20,70,1.3
7630,Employee_103,Operations,113809,38,4.4,21-12-2024,35,Female,6,,9962,6,5,3.8
8481,Employee_104,Finance,131352,,1.2,08-01-2044,58,Non-Binary,35,,,21,93,1.8
4004,Employee_105,Finance,67040,57,3.4,19-09-2025,53,,28,,,27,7,1.1
6087,Employee_106,IT,88355,57,3.9,17-09-2046,54,Non-Binary,16,Senior,7795,30,14,
2856,Employee_107,,117346,,2,10-04-2028,57,Male,22,Senior,14474,30,40,2.7
1721,Employee_108,Sales,46450,52,1.7,19-08-2041,57,Female,38,Senior,12311,20,37,3.8
2538,Employee_109,IT,42646,50,2.6,14-12-2025,30,Non-Binary,7,Senior,19299,14,73,4.1
9006,Employee_110,IT,33015,32,3.3,21-06-2034,58,Male,27,Mid,16874,15,,1.4
1852,Employee_111,,124829,50,1.9,06-12-2043,,Non-Binary,15,,7603,16,36,1.9
1682,Employee_112,HR,60266,45,4.8,12-11-2045,36,,20,Entry,7371,23,63,2.1
8947,Employee_113,,124311,56,1.2,01-06-2035,51,Non-Binary,18,Entry,3261,12,5,2.7
8530,Employee_114,Finance,47980,40,2.8,04-12-2033,41,Male,14,Senior,,0,57,1.6
9735,Employee_115,Sales,142328,60,1,09-04-2031,31,,32,Mid,2441,2,69,3.2
6640,Employee_116,HR,69885,57,2.9,17-08-2034,31,Male,20,,15554,4,74,1.5
4567,Employee_117,Operations,35606,59,3.4,17-11-2037,40,,25,Mid,1590,29,43,3.8
6287,Employee_118,IT,106421,30,3.9,22-05-2028,29,,1,Senior,7731,20,,3.5
1292,Employee_119,Marketing,141550,40,1.9,22-07-2040,53,Non-Binary,25,Entry,4629,19,,2
3341,Employee_120,Sales,45105,43,4.1,17-10-2027,42,Non-Binary,22,Senior,18997,25,52,1.8
9064,Employee_121,IT,55461,49,4.9,02-01-2044,54,Non-Binary,1,Lead,12483,15,4,2.9
1529,Employee_122,Finance,59090,47,1.3,08-11-2048,48,Non-Binary,20,Lead,8580,6,75,3.3
3130,Employee_123,Operations,126554,32,2,07-04-2040,53,Female,11,Mid,9001,29,63,4
7729,Employee_124,IT,135884,45,1.1,21-01-2045,35,Male,20,,10772,2,78,2.3
5589,Employee_125,Finance,77470,31,3,31-05-2030,38,,22,,15018,24,25,2.8
6310,Employee_126,Operations,146334,46,3.9,25-07-2038,40,Non-Binary,28,,6850,25,68,2.6
6867,Employee_127,Support,128583,50,3.3,09-12-2027,43,Male,7,Lead,7409,23,8,2.4
6874,Employee_128,Sales,138897,48,1.4,05-01-2031,29,Male,0,Mid,16810,9,52,4.3
7929,Employee_129,HR,117132,36,2.9,19-07-2036,23,Female,19,,6290,17,71,4.3
10836,Employee_130,Sales,131514,42,1.4,30-12-2033,41,,19,Senior,14043,0,32,2.3
10199,Employee_131,IT,91503,53,3,18-05-2032,59,Female,23,,8155,26,,2.5
5328,Employee_132,,37315,47,4.8,23-09-2024,60,Male,14,Senior,18144,14,44,4
2883,Employee_133,Sales,98514,45,2.3,14-08-2030,22,Non-Binary,37,Mid,1643,29,46,2.2
7226,Employee_134,Finance,70899,33,4.7,09-02-2040,40,Female,6,Lead,15047,8,76,3.2
7929,Employee_135,Marketing,115700,31,1.6,23-11-2043,33,Male,26,Lead,7959,12,12,1.5
1579,Employee_136,Finance,41639,43,2.1,08-05-2030,58,Female,26,Mid,8021,30,77,1.2
2804,Employee_137,IT,73043,37,3.3,09-01-2034,52,Female,16,Entry,3213,9,26,3.4
3435,Employee_138,IT,104079,40,3.9,03-07-2028,56,Male,29,Lead,14124,3,77,4.3
7075,Employee_139,Marketing,90472,53,4.2,20-01-2034,22,Male,33,Lead,19079,27,67,1.6
1950,Employee_140,Finance,114025,54,4.9,04-10-2047,26,Female,10,Lead,19225,10,39,2.2
5461,Employee_141,Support,71700,44,3.1,16-11-2024,39,Male,9,Mid,15457,23,63,1.3
3936,Employee_142,Support,99923,55,1.5,28-10-2043,46,Non-Binary,39,Entry,7459,27,44,1.4
4478,Employee_143,,39674,32,1.3,07-02-2041,32,,16,Lead,2994,12,31,3.4
1721,Employee_144,Operations,78652,51,2.9,05-01-2047,39,Male,17,Senior,12306,1,78,3.5
10156,Employee_145,IT,49017,53,1.6,17-03-2024,32,Male,34,Lead,5365,2,49,2.1
4282,Employee_146,Finance,141910,47,2.1,27-09-2028,42,Female,22,Senior,16087,19,91,3.7
7628,Employee_147,HR,68715,34,1.2,03-11-2030,59,Non-Binary,20,Mid,1841,8,28,4.3
6872,Employee_148,,96579,47,3.1,05-10-2024,44,Non-Binary,34,Lead,9747,20,44,2.2
2061,Employee_149,Sales,35571,55,3.5,10-01-2039,25,Non-Binary,23,Lead,9406,1,61,2.3
7769,Employee_150,IT,99193,40,2.7,05-10-2027,25,Female,12,,4771,17,79,4.3
7550,Employee_151,HR,116604,30,4,03-11-2023,32,Female,11,Entry,19529,14,24,2.1
4770,Employee_152,,134533,54,1.6,09-03-2044,48,Male,22,,12594,29,3,1.5
1131,Employee_153,,37357,32,3.1,24-07-2042,35,Female,4,Entry,1288,12,,1.1
6151,Employee_154,,115468,55,1.6,04-05-2035,24,Non-Binary,16,Mid,18950,10,4,4.7
4349,Employee_155,Sales,101227,38,4.9,22-09-2031,35,Female,9,Senior,2925,16,5,
8745,Employee_156,Support,89476,38,3.6,14-02-2024,47,Female,13,Senior,2056,16,8,4.2
8147,Employee_157,HR,92577,48,3.7,21-06-2029,50,Male,25,Mid,15934,26,15,3.1
1595,Employee_158,Marketing,80586,38,2.5,14-07-2045,36,Non-Binary,37,Mid,13906,6,8,2.4
5993,Employee_159,Marketing,31434,30,1,13-08-2044,55,,39,Entry,8459,7,74,1.7
9428,Employee_160,HR,118209,33,4.2,04-06-2029,23,Female,35,Entry,13416,1,55,1.9
6339,Employee_161,HR,122998,47,3.9,11-02-2035,34,,21,Senior,16391,9,32,1.4
10636,Employee_162,Operations,96723,42,4.4,10-04-2043,40,Male,26,Lead,8262,23,58,3.7
3337,Employee_163,Operations,43845,57,1.3,04-01-2041,57,Female,13,Lead,9802,2,52,1.4
7477,Employee_164,HR,37264,,1.8,25-11-2025,45,,35,Senior,16057,2,,1.4
10039,Employee_165,Operations,108142,41,3.8,28-09-2048,53,Male,22,Senior,14613,26,59,4.2
9125,Employee_166,HR,88288,45,2.1,08-08-2024,54,Non-Binary,2,Mid,18684,8,29,2.8
1546,Employee_167,Support,119629,30,1.6,03-11-2043,53,,39,Entry,5708,1,23,1.6
4038,Employee_168,Support,100131,,3.4,22-02-2040,47,Female,14,Lead,15319,23,84,3.9
8270,Employee_169,Marketing,31063,52,2,31-05-2047,39,Female,16,,6445,13,49,1.2
7765,Employee_170,Finance,96787,41,4.6,19-09-2042,50,Female,5,Senior,3323,10,28,2.4
8319,Employee_171,Finance,134177,54,4.3,07-02-2045,47,,11,Lead,6254,27,89,2.7
2289,Employee_172,Support,131286,47,3.5,12-05-2034,58,,26,Entry,5961,1,9,3.6
10723,Employee_173,Sales,127238,42,2.7,12-08-2038,48,Male,3,Entry,19798,18,73,3.7
1719,Employee_174,HR,116096,60,3.6,04-11-2043,42,,15,Entry,9240,2,,2.3
4131,Employee_175,IT,103180,52,1.8,06-09-2036,46,,2,Senior,10798,16,39,1.9
8020,Employee_176,,138230,58,2.3,30-12-2029,43,Non-Binary,2,Entry,,4,52,3.1
6946,Employee_177,Sales,120420,31,3.8,17-09-2035,40,Female,33,Lead,4429,5,51,3.5
7616,Employee_178,Support,138914,50,4.6,15-07-2041,23,Non-Binary,35,Senior,14963,8,32,1.8
9762,Employee_179,HR,35090,57,1.2,22-08-2043,51,Female,1,Lead,12715,29,,2.1
3224,Employee_180,IT,120202,33,3,03-10-2043,,Male,30,Lead,4765,19,,3.8
3656,Employee_181,IT,96064,49,2.1,22-01-2044,23,Male,15,Lead,13630,27,64,1.5
3223,Employee_182,Support,52891,43,1.7,01-10-2029,58,Male,27,Senior,17103,10,87,4.6
9274,Employee_183,,40796,59,4.8,08-03-2044,42,Non-Binary,35,Entry,4607,12,,3.9
8239,Employee_184,IT,61888,48,1.1,30-03-2041,34,Non-Binary,16,Entry,2739,13,,3.5
10304,Employee_185,IT,128524,59,2.9,22-09-2047,60,,24,Mid,11373,15,20,1.8
10226,Employee_186,,288773,55,2.7,19-07-2040,28,,7,,19474,26,64,1.7
7303,Employee_187,IT,45462,55,2.6,21-02-2031,25,,22,Mid,11237,14,37,2.4
3127,Employee_188,Operations,136980,55,1.4,17-04-2023,42,,21,Entry,18543,7,71,1.2
3355,Employee_189,,142787,40,3.6,21-05-2032,33,Non-Binary,12,Senior,15636,27,4,3.4
8546,Employee_190,Finance,98733,37,3.2,14-02-2033,,Non-Binary,20,Lead,11260,30,22,1.7
1876,Employee_191,IT,95167,37,1.2,07-03-2047,30,Female,10,,2712,9,90,2.2
2237,Employee_192,Finance,139170,56,2.1,21-12-2034,27,Male,3,Senior,19988,8,35,3.4
9574,Employee_193,Marketing,77761,49,2.2,10-10-2041,46,Male,33,Senior,16526,21,46,1
3767,Employee_194,Sales,95278,49,2.4,19-12-2045,35,Female,16,Mid,18318,19,94,2.2
1650,Employee_195,IT,120703,45,2.7,29-10-2033,56,Female,9,Senior,14131,28,55,2.3
10048,Employee_196,,130054,34,2.7,10-07-2047,60,Female,2,Lead,16116,4,22,4.2
4005,Employee_197,Marketing,72435,54,6.2,16-09-2046,44,Male,29,,18700,3,61,4.7
10276,Employee_198,Finance,136187,42,4.7,21-04-2039,51,Male,20,Senior,19525,20,84,1.6
1369,Employee_199,Support,54589,59,3.5,19-10-2042,55,Male,4,Entry,15761,20,99,2.5
4965,Employee_200,Support,60566,47,4.1,17-01-2029,34,Non-Binary,23,Lead,6618,11,2,2.4
6007,Employee_201,Finance,115800,35,1.6,16-04-2035,34,Non-Binary,8,Mid,3259,15,63,2.4
4199,Employee_202,,45100,58,3.7,24-09-2047,57,Male,22,,11475,24,88,1.5
9268,Employee_203,IT,144546,35,4.8,19-12-2048,34,Male,19,Mid,7645,27,65,4
5594,Employee_204,Operations,112745,38,2.8,25-06-2027,49,Non-Binary,37,Senior,8503,27,85,4.3
6732,Employee_205,IT,105208,57,5,13-07-2042,35,Non-Binary,1,Entry,10267,3,9,4.3
9059,Employee_206,IT,45913,54,2.8,29-12-2047,43,Male,13,Entry,,6,39,3
7629,Employee_207,Marketing,48252,56,4.9,13-07-2024,55,Non-Binary,19,Lead,6289,11,47,2.3
1237,Employee_208,Marketing,73313,59,3.9,25-08-2030,59,Non-Binary,11,Senior,19741,11,44,4
8490,Employee_209,Marketing,61842,49,5,17-03-2046,59,Non-Binary,33,Entry,2160,8,87,3.9
1710,Employee_210,HR,124632,60,4.5,21-01-2025,30,Non-Binary,19,Lead,16206,11,,3.7
8348,Employee_211,IT,63911,30,1.9,14-03-2038,,Non-Binary,22,Mid,7395,19,48,1.4
5824,Employee_212,Support,84916,43,3.7,31-03-2045,35,Female,23,Mid,3611,30,40,4.1
5078,Employee_213,Operations,92688,44,3.8,22-07-2038,25,Female,3,Senior,6591,30,,1.3
6404,Employee_214,,98794,48,2.5,19-05-2025,55,,19,,19345,19,11,1.1
1214,Employee_215,Sales,111478,33,5,08-10-2041,31,Female,4,Lead,6902,23,50,3.6
3604,Employee_216,Support,147255,33,4.3,14-05-2031,50,Female,1,,8863,27,14,4.1
1189,Employee_217,IT,33219,56,1.3,29-01-2037,35,Male,26,Senior,,23,22,1.4
1441,Employee_218,Finance,118220,49,3.3,30-05-2039,29,Female,28,Senior,10536,20,39,1.1
4199,Employee_219,Operations,59282,57,4.5,17-06-2045,51,Non-Binary,28,Mid,3850,28,67,3
4932,Employee_220,Operations,81018,38,4.6,17-07-2024,54,Non-Binary,31,Lead,15020,25,1,3.7
5041,Employee_221,Finance,102882,57,3.8,25-01-2034,43,Female,22,Entry,6704,4,52,2.8
2751,Employee_222,Sales,92612,41,3.1,25-03-2025,38,,24,Senior,13992,20,18,3.3
8710,Employee_223,Support,52924,41,4.5,19-06-2033,52,,0,Senior,19594,25,39,2.3
7187,Employee_224,Operations,55206,51,1.9,16-06-2048,55,Non-Binary,10,Senior,15304,17,72,3.1
9504,Employee_225,Sales,125266,54,4,27-11-2046,57,,26,Entry,18762,24,36,1.2
8823,Employee_226,Sales,55751,53,4.1,13-03-2035,58,,13,Senior,3497,18,,4.9
7540,Employee_227,HR,141393,31,3.6,09-04-2023,45,Female,38,Mid,11352,24,27,4.3
7150,Employee_228,Support,122323,36,3.7,27-04-2023,33,Non-Binary,20,Lead,13039,26,74,4.4
1750,Employee_229,Operations,142403,33,1.1,20-11-2040,22,Female,23,Mid,10062,9,13,1.3
3380,Employee_230,HR,36680,30,2.2,18-05-2048,37,,18,Lead,7036,10,30,5
3388,Employee_231,Operations,119001,42,3,04-08-2028,37,Non-Binary,31,,13855,19,91,1.5
6283,Employee_232,Sales,124184,56,2.8,04-12-2024,42,,1,,4198,2,55,3.2
9521,Employee_233,Sales,135666,54,2.7,30-01-2036,55,Male,17,Lead,3698,17,79,2.4
1055,Employee_234,,126798,41,4.5,18-05-2035,33,,23,Mid,18478,10,25,1.6
3842,Employee_235,Support,57964,57,3.6,24-10-2024,33,,1,Lead,10020,6,75,3
3413,Employee_236,Sales,54352,54,2.1,12-05-2041,31,Female,25,,17001,4,83,4.9
5139,Employee_237,Operations,147931,30,2.6,10-09-2045,59,,8,Senior,8429,22,97,3.1
1295,Employee_238,IT,97191,42,3,28-04-2046,24,Male,18,Lead,1498,2,,3.3
9492,Employee_239,Marketing,91632,46,1.7,10-10-2042,45,Male,7,Mid,,22,16,2
2694,Employee_240,IT,91007,39,4.1,18-03-2025,59,Non-Binary,35,,15144,2,30,
8047,Employee_241,Support,90577,47,1.6,28-10-2044,49,Female,0,Senior,8086,18,22,1.8
1722,Employee_242,IT,126552,38,1.8,08-12-2026,54,Male,13,Lead,2300,22,38,2.9
6462,Employee_243,,75658,57,3.6,22-01-2034,27,,28,Lead,3750,30,35,2.1
7377,Employee_244,Support,101493,43,3.4,17-04-2031,23,Non-Binary,10,Entry,5352,29,1,2.3
4459,Employee_245,IT,78755,53,2.8,15-11-2038,43,Female,36,Entry,10994,16,56,2
4882,Employee_246,IT,88063,51,2.2,18-01-2037,50,Female,34,Mid,17905,1,35,4.6
10907,Employee_247,Sales,32900,57,2.7,26-10-2034,25,Non-Binary,37,Lead,17799,22,97,4.2
10281,Employee_248,,34609,30,4.1,04-08-2045,33,,34,Senior,2651,28,,1.3
3951,Employee_249,Support,142810,48,4.7,11-04-2048,32,Female,8,Lead,3497,12,53,1.4
9557,Employee_250,Support,105915,30,3.7,13-01-2044,53,,23,Senior,13829,20,0,3.2
2754,Employee_251,Finance,57236,60,2.4,28-05-2025,55,,12,,14945,7,31,3.7
1886,Employee_252,,71070,56,1.5,28-12-2036,41,Male,13,Mid,16804,15,31,4.5
6143,Employee_253,,99179,53,3.2,09-05-2023,42,,13,,5358,22,30,3.9
1928,Employee_254,IT,137641,50,1.5,07-02-2046,33,Female,30,Senior,3236,3,14,3.5
6462,Employee_255,Finance,30072,43,2.6,08-06-2036,24,Non-Binary,1,Entry,12430,2,44,1.8
10723,Employee_256,Support,59539,41,3.7,03-10-2044,60,,17,Entry,6057,25,,4.7
4208,Employee_257,Operations,90392,58,4.7,25-01-2038,40,,3,Entry,4904,23,38,2.4
1753,Employee_258,Support,145556,33,3.8,09-08-2023,49,,23,,16846,6,2,3.7
4158,Employee_259,Operations,76243,40,1.2,20-03-2041,43,,24,,,4,57,3.5
8162,Employee_260,Support,58968,40,4.1,22-09-2037,59,Non-Binary,17,Mid,7831,28,30,4.6
4238,Employee_261,Marketing,143778,40,3.5,10-08-2033,59,Female,7,Entry,6404,20,52,
8881,Employee_262,Finance,55936,58,1.9,24-04-2027,32,Male,27,Senior,9351,6,76,3.9
8575,Employee_263,IT,69489,44,2.5,21-10-2031,54,Non-Binary,5,,6339,1,85,4
7091,Employee_264,Finance,45633,57,5,04-05-2030,38,Non-Binary,7,Lead,2581,26,84,3.3
1985,Employee_265,Support,98963,57,3.1,05-10-2048,52,Male,2,,1933,10,,4.6
1515,Employee_266,IT,57759,48,1.4,15-04-2024,23,Male,4,Lead,8451,28,55,2.2
6174,Employee_267,HR,136592,60,2.7,31-10-2029,50,Non-Binary,38,,8179,14,42,2.7
6165,Employee_268,Sales,83988,39,3.8,06-06-2048,47,,5,Senior,10575,5,99,1.7
4300,Employee_269,Operations,91705,46,9.1,19-09-2032,55,Female,8,,13586,30,14,3.3
7356,Employee_270,Finance,64775,48,4.1,16-10-2047,36,Female,40,,17161,14,9,4.7
4467,Employee_271,Sales,41507,34,1.1,05-02-2037,27,,13,Mid,11105,8,23,4.4
5378,Employee_272,Operations,65138,53,4.6,08-01-2034,23,Non-Binary,15,Senior,14460,9,88,3.6
2080,Employee_273,Marketing,73577,53,1,29-09-2042,52,Male,5,,16256,14,8,2.3
2198,Employee_274,Marketing,45314,40,4.6,15-03-2043,24,,23,Lead,13507,28,31,1.8
10483,Employee_275,Operations,107620,45,1.5,30-03-2032,28,,13,Senior,17310,24,,2.7
8597,Employee_276,Sales,66240,39,2.2,18-08-2048,57,Female,17,,18492,13,,2.6
7049,Employee_277,Operations,104837,55,2.9,21-01-2024,36,Non-Binary,7,Lead,7409,11,91,4
